repository,number,title,publishedAt,closed,closedAt,commentCount
vinta/awesome-python,1320,Development of pycco documentation generator has stalled,2019-07-20T14:28:21Z,1,2019-10-30T08:08:12Z,1
vinta/awesome-python,1324,pywin32 new home,2019-07-25T08:50:38Z,1,2019-11-06T06:37:16Z,1
vinta/awesome-python,1326,Add missing tree/data-structure category.,2019-07-25T12:37:00Z,1,2019-11-06T06:37:17Z,1
vinta/awesome-python,1328,Add stars and forks count for each project,2019-08-02T15:06:20Z,1,2019-12-02T07:33:46Z,2
vinta/awesome-python,1329,Add The Python Arcade Library,2019-08-06T12:10:14Z,1,2019-12-02T08:33:45Z,4
vinta/awesome-python,1332,Add xclim,2019-08-08T21:42:20Z,1,2019-12-02T13:33:45Z,2
vinta/awesome-python,1333,Add pynotice,2019-08-10T06:58:50Z,1,2019-12-10T10:26:08Z,3
vinta/awesome-python,1347,Add brython,2019-09-09T11:17:09Z,1,2019-11-10T10:39:31Z,0
vinta/awesome-python,1353,Add Sacred,2019-09-27T00:52:58Z,1,2019-11-10T10:39:32Z,0
vinta/awesome-python,1354,Add scikit-optimize,2019-09-27T00:57:50Z,1,2019-12-10T10:26:07Z,0
vinta/awesome-python,1355,Add mlxtend,2019-09-27T01:01:44Z,1,2019-12-10T10:26:06Z,1
vinta/awesome-python,1356,Add auto-sklearn,2019-09-27T01:03:39Z,1,2019-12-10T10:26:05Z,0
vinta/awesome-python,1367,Add jsonbender,2019-10-03T06:51:39Z,1,2019-11-10T10:39:33Z,1
vinta/awesome-python,1435,Add PyMuPDF,2019-11-15T07:05:00Z,1,2019-12-15T16:10:59Z,0
vinta/awesome-python,1444,Awesome Python list maintenance,2019-12-04T17:16:48Z,1,2019-12-15T15:50:42Z,9
vinta/awesome-python,1459,Add python-viper,2020-01-21T16:24:41Z,1,2020-04-07T13:11:32Z,0
vinta/awesome-python,1519,Project dead?,2020-03-04T07:00:09Z,1,2020-04-17T16:25:45Z,3
vinta/awesome-python,1520,python package installation issue,2020-03-07T02:37:21Z,1,2020-04-07T12:14:47Z,1
vinta/awesome-python,1535,Add Tutorials / Learning Resources..,2020-04-29T07:40:36Z,1,2020-06-06T19:03:50Z,12
vinta/awesome-python,1537,kavramlar anlamları ve kullanımları,2020-05-03T18:56:40Z,1,2020-05-06T12:52:17Z,0
vinta/awesome-python,1541,Guias,2020-05-11T21:57:59Z,1,2020-06-05T17:24:11Z,0
vinta/awesome-python,1546,Python Vereinfachung,2020-05-18T08:27:11Z,1,2020-06-05T17:24:18Z,0
vinta/awesome-python,1553,Backup Tools,2020-06-09T04:54:00Z,1,2020-06-11T19:12:23Z,0
vinta/awesome-python,1583,Add daramatiq (Task Queue),2020-08-01T07:37:45Z,1,2020-08-20T07:24:39Z,0
vinta/awesome-python,1584,Vinta/awesome-python,2020-08-01T16:38:07Z,1,2020-08-01T16:38:15Z,0
vinta/awesome-python,1587,Add notifiers,2020-08-05T17:06:05Z,1,2020-08-06T07:46:44Z,0
vinta/awesome-python,1590,Hello,2020-08-13T14:32:32Z,1,2020-08-13T14:32:43Z,0
vinta/awesome-python,1607,E,2020-09-02T05:16:04Z,1,2020-09-02T09:39:02Z,0
vinta/awesome-python,1611,Hi,2020-09-03T21:52:46Z,1,2020-09-04T07:13:47Z,1
vinta/awesome-python,1614,bookmark,2020-09-06T05:29:04Z,1,2020-09-08T08:20:08Z,0
vinta/awesome-python,1619,Add a CHANGELOG,2020-09-23T08:02:42Z,,,4
vinta/awesome-python,1630,Adding a Contributing folder.,2020-09-30T15:16:09Z,1,2020-10-06T07:47:02Z,0
vinta/awesome-python,1650,Libreri,2020-10-03T17:04:04Z,1,2020-10-05T11:10:06Z,0
vinta/awesome-python,1660,Autogenerate TOC,2020-10-09T14:52:50Z,,,0
tensorflow/models,9386,how to get each user's recommendation items list trained with multi-gpu?,2020-10-17T12:41:30Z,,,0
tensorflow/models,9387,How to configure 'nuscenes dataset' with 'tensorflow object detection api',2020-10-18T02:41:34Z,,,0
tensorflow/models,9388,DeepSpeech 2 test model with a .wav file,2020-10-18T06:12:41Z,,,0
tensorflow/models,9389,Tensorflow lite object detection andriod examples app run on my phone but nothing detection,2020-10-19T02:01:09Z,,,0
tensorflow/models,9390,[TF1 OD API] Models eligible for quantization,2020-10-19T05:12:30Z,1,2020-10-19T15:59:09Z,1
tensorflow/models,9391,python train.py --logtostderr --train_dir=training/ --pipeline_config_path=training/efficientdet_d7_coco17.config,2020-10-19T09:44:46Z,,,1
tensorflow/models,9392,"""python train.py --logtostderr --train_dir=training/ --pipeline_config_path=training/efficientdet_d7_coco17.config"" not working.",2020-10-19T10:02:23Z,,,0
tensorflow/models,9394,TF2.3 Converting SSD Mobilenet v2 to tflite (tflite file size about 0.5kbytes),2020-10-19T21:32:29Z,1,2020-10-20T21:16:05Z,6
tensorflow/models,9396,TF2 object detection evaluation :code fails with assertion failed: [maximum box coordinate value is larger than 1.100000: ] ,2020-10-19T22:16:33Z,1,2020-10-27T22:04:30Z,4
tensorflow/models,9397,CenterNetResnetFeatureExtractor's 'supported_sub_model_types' property is set to 'classification',2020-10-19T22:59:51Z,,,0
tensorflow/models,9398,Same images downloaded from internet give different features value when extracted features using delf,2020-10-20T04:33:11Z,,,4
tensorflow/models,9399,YAMNET AttributeError: module 'params' has no attribute 'patch_window_seconds'.,2020-10-20T12:25:59Z,1,2020-10-22T18:54:30Z,2
tensorflow/models,9400,Tensorboard Losses Explanination,2020-10-20T15:59:27Z,,,3
tensorflow/models,9401,How can I change the anchor_generator configs ?,2020-10-20T16:19:46Z,,,1
tensorflow/models,9402,How to start training from a checkpoint on Tensorflow-2 Faster R-CNN with Resnet-101 ,2020-10-21T10:00:39Z,,,0
tensorflow/models,9403,"[DELG] support batch computation in extract_features.py, share features",2020-10-21T15:41:38Z,1,2020-10-22T18:55:44Z,2
tensorflow/models,9404,Bert pretraining loss increases (tf-models-nightly),2020-10-22T10:39:57Z,1,2020-10-23T05:39:49Z,4
tensorflow/models,9407,How to run my code on GPU,2020-10-22T18:57:01Z,,,4
tensorflow/models,9408,models/official/vision/detection VS research/object_detection,2020-10-24T01:04:30Z,,,1
tensorflow/models,9409,TF2 Evaluation is not done automatically during the training,2020-10-24T22:03:04Z,,,1
tensorflow/models,9410,Error when executing with gpu tutorial object detection.,2020-10-25T10:43:25Z,,,5
tensorflow/models,9411,what is the UnLoadLayer of pnasnet_large? can anynoe tell me??,2020-10-26T03:24:16Z,,,4
tensorflow/models,9412,model_builder_tf2_test.py test file fails ,2020-10-26T07:38:37Z,,,2
tensorflow/models,9413,"Conversion success, but detect.tflite returns weird results.",2020-10-26T09:44:16Z,,,0
tensorflow/models,9414,Tflite interpreter of Centernet resnet50 v1 FPN keypoints fails,2020-10-26T12:45:19Z,,,6
tensorflow/models,9415,Empty Tensorboard in Bert pretraining,2020-10-26T18:13:48Z,1,2020-10-27T04:12:29Z,2
tensorflow/models,9416,loss function for the prado model,2020-10-27T03:41:34Z,,,2
tensorflow/models,9417,Is prado supported chinese classification?,2020-10-27T06:47:45Z,,,1
tensorflow/models,9418,Train/Test/Eval Split,2020-10-27T09:57:15Z,,,0
tensorflow/models,9419,module 'tensorflow.python.feature_column.feature_column_v2' has no attribute '_BaseFeaturesLayer',2020-10-27T10:37:54Z,,,1
tensorflow/models,9420,params_dict.py The key `__getstate__` does not exist.  // The key `__setstate__` does not exist. //The key `__deepcopy__` does not exist. ,2020-10-27T14:30:41Z,,,0
tensorflow/models,9421,Add support for QAT testing using mobilenet_trainer.py,2020-10-27T16:27:45Z,,,1
tensorflow/models,9422,Error when Convert SSD,2020-10-28T05:03:48Z,,,1
tensorflow/models,9423,ERROR When Conver TF2 SSD_Mobile to int8 Tflite ,2020-10-28T05:17:19Z,,,1
tensorflow/models,9424,Premature end of JPEG file,2020-10-28T06:02:47Z,,,1
tensorflow/models,9425,No Faster R-CNN Inception ResNet V2 640x640 or 1024x1024 config file found,2020-10-28T07:15:22Z,,,0
tensorflow/models,9426,DeepLabV3+ Xception SemanticPredictions output layer corrupt,2020-10-28T10:55:21Z,,,0
tensorflow/models,9427,"tensorflow.python.framework.errors_impl.InvalidArgumentError:  assertion failed: [Unable to decode bytes as JPEG, PNG, GIF, or BMP]",2020-10-28T13:46:59Z,1,2020-10-28T15:27:51Z,2
tensorflow/models,9428,Final BLEU score of transformer model? ,2020-10-28T17:29:10Z,1,2020-10-28T20:06:25Z,1
tensorflow/models,9429,Support for per-class NMS score thresholds.,2020-10-28T19:39:42Z,,,0
nvbn/thefuck,1065,"Feature request - ""fuck"" for ""fuck"" that's misspelled ",2020-03-16T18:51:04Z,,,2
nvbn/thefuck,1066,`brew cask` typo don't get correctly fixed,2020-03-18T15:23:56Z,,,2
nvbn/thefuck,1067,New release?,2020-03-19T13:00:32Z,1,2020-03-19T17:48:33Z,2
nvbn/thefuck,1068,Recognize K8s commands?,2020-03-23T22:21:10Z,,,1
nvbn/thefuck,1070,Add no swearing mode,2020-03-26T20:15:55Z,1,2020-03-26T22:14:17Z,2
nvbn/thefuck,1071,"alias fuck=""fuck -y"" causes error when sourcing .zshrc",2020-03-27T16:36:12Z,1,2020-03-29T14:05:12Z,6
nvbn/thefuck,1073,Order suggestions based on suggesttions selected earlier,2020-03-30T19:56:28Z,,,0
nvbn/thefuck,1074,"pyenv is supported, rbenv, nodenv and goenv not supported",2020-03-31T23:13:08Z,,,1
nvbn/thefuck,1075,thefuck can't excute,2020-04-05T16:38:00Z,1,2020-04-07T09:03:42Z,2
nvbn/thefuck,1076,PytestUnknownMarkWarning,2020-04-09T13:24:29Z,,,1
nvbn/thefuck,1077,'/usr/bin/thefuck': No such file or directory,2020-04-10T07:10:46Z,1,2020-04-15T04:11:24Z,1
nvbn/thefuck,1078,feature request - command thefu,2020-04-19T15:25:58Z,1,2020-04-19T15:30:36Z,0
nvbn/thefuck,1079,feature request - command thefu,2020-04-19T15:32:09Z,1,2020-04-20T10:06:23Z,1
nvbn/thefuck,1080,Experimental instant mode breaks bash wrapping / overflow,2020-04-25T10:50:28Z,,,1
nvbn/thefuck,1081,Color goes wrong on windows powershell,2020-04-27T04:04:03Z,,,2
nvbn/thefuck,1083,error: command 'gcc' failed with exit status 1 and Why not install the fucking python(2|3)-devel automaticlly?,2020-04-30T08:31:24Z,1,2020-05-10T18:22:55Z,1
nvbn/thefuck,1084,Quoted arguments not preserved as a single token in no_command rule,2020-05-01T23:57:06Z,,,1
nvbn/thefuck,1085,I want fuck for git push,2020-05-02T09:57:46Z,1,2020-05-02T12:22:30Z,1
nvbn/thefuck,1086,Instalation error,2020-05-05T12:10:32Z,1,2020-06-15T14:52:31Z,5
nvbn/thefuck,1087,Thinks 'sl' is install python softlayer ,2020-05-08T14:24:05Z,1,2020-05-22T00:28:47Z,1
nvbn/thefuck,1089,Missing dependency on python3-distutils,2020-05-10T20:02:49Z,1,2020-05-11T12:54:48Z,2
nvbn/thefuck,1096,Support --no-verify in pre-commit hooks - feature request,2020-05-15T12:52:02Z,1,2020-10-01T09:33:35Z,7
nvbn/thefuck,1098,"yarn ""Did you mean"" broke thefuck parser",2020-05-28T12:11:14Z,1,2020-06-15T15:08:44Z,4
nvbn/thefuck,1099,auto add alias wtf=man after install,2020-05-28T12:21:10Z,,,0
nvbn/thefuck,1107,Compatibility with jthistle's SUDO program?,2020-06-22T18:45:47Z,,,0
nvbn/thefuck,1108,"Always have to run the command and ""fuck"" twice",2020-06-26T03:17:55Z,1,2020-10-02T02:50:06Z,2
nvbn/thefuck,1110,Python 3.8 error with brew version - error while loading shared libraries: libpython3.8.so.1.0,2020-07-06T10:48:12Z,1,2020-07-08T19:36:33Z,1
nvbn/thefuck,1112,[Bug] Key error when running thefuck on termux,2020-07-13T14:01:55Z,,,0
nvbn/thefuck,1113,Cannot find database after installing fuck on fresh install of Linux Mint 20,2020-07-13T23:12:10Z,,,5
nvbn/thefuck,1120,Trying rule missing_space_before_subcommand taking so long,2020-07-22T01:58:19Z,,,3
nvbn/thefuck,1123,No suggestions for incorrectly using composer install instead of composer require,2020-08-11T13:18:44Z,,,2
nvbn/thefuck,1126,thefuck doesn't ask for confirmation when fixing `reboot`,2020-08-13T15:55:33Z,,,0
nvbn/thefuck,1127,Seems like fuck alias isn't configured!,2020-08-14T11:29:40Z,,,2
nvbn/thefuck,1128,Do you kiss your mother with that mouth?,2020-08-31T15:42:10Z,1,2020-08-31T17:15:22Z,2
nvbn/thefuck,1129,archlinux get_pkgfile fails if pkgfile metadata does not exist,2020-09-07T21:23:35Z,,,0
nvbn/thefuck,1132,[Request Feature]fuck need reboot for thefuck,2020-09-10T03:02:27Z,,,5
nvbn/thefuck,1134,"eval (thefuck --alias) gives error fish: Expected end of the statement, but instead found a pipe",2020-09-28T21:53:47Z,1,2020-09-29T10:27:41Z,3
nvbn/thefuck,1136,error on termux,2020-10-02T01:03:57Z,,,5
nvbn/thefuck,1137,Install on MacOS without homebrew possible.,2020-10-08T12:18:59Z,1,2020-10-11T12:06:17Z,2
nvbn/thefuck,1141,thefuck crashes if the command is run twice after clearing command history,2020-10-19T18:23:53Z,,,0
pallets/flask,3701,Can't set `FLASK_DEBUG` from `config.DEBUG` using the CLI interface,2020-07-26T18:31:44Z,1,2020-07-26T20:38:44Z,2
pallets/flask,3707,jinja2.exceptions.TemplateNotFound,2020-07-29T14:49:41Z,1,2020-07-29T14:51:30Z,1
pallets/flask,3710,"Add CSS styling to Flask API docs hosted at palletsprojects.com, to aid visual navigation of the page.",2020-07-30T23:12:27Z,1,2020-07-30T23:54:14Z,1
pallets/flask,3715,flask,2020-08-03T00:49:46Z,1,2020-08-03T01:51:12Z,0
pallets/flask,3717,Example for teardown_appcontext in the docs out of sync with actual codebase,2020-08-03T15:04:04Z,1,2020-10-15T21:03:06Z,3
pallets/flask,3718,Testing tutorial doc is not working,2020-08-04T10:17:51Z,1,2020-08-04T13:23:56Z,4
pallets/flask,3719,Error: read ECONNRESET,2020-08-04T18:22:21Z,1,2020-08-04T18:25:02Z,1
pallets/flask,3720,Provide configurable digest_method for SecureCookieSessionInterface,2020-08-05T09:22:24Z,1,2020-08-22T19:08:25Z,2
pallets/flask,3721,feature: make test_client API same as requests API,2020-08-05T13:04:57Z,1,2020-08-05T13:37:55Z,1
pallets/flask,3724,templates not showing <h1> element nor any changes applied to layout.html,2020-08-09T03:46:01Z,1,2020-08-09T04:06:00Z,2
pallets/flask,3727,Add environment variable to disable loading entrypoint commands from flask.commands,2020-08-10T15:05:47Z,1,2020-08-22T19:17:02Z,3
pallets/flask,3729,Support option to disable color escapes in the log,2020-08-15T02:56:52Z,1,2020-08-15T03:02:10Z,4
pallets/flask,3731,Flask infer MIME type in javascript modules,2020-08-15T22:47:14Z,1,2020-08-15T23:11:36Z,1
pallets/flask,3735,test_client() does not close a file opened by send_file(),2020-08-20T07:18:29Z,1,2020-08-20T11:49:31Z,1
pallets/flask,3738,[Docs] Typo in documentation.,2020-08-23T05:52:56Z,1,2020-08-23T12:18:48Z,0
pallets/flask,3745,Deprecation of itsdangerous.json,2020-08-26T18:37:54Z,1,2020-08-26T23:31:42Z,4
pallets/flask,3746,make_response mimetype ignored,2020-08-27T13:02:16Z,1,2020-08-27T13:19:03Z,3
pallets/flask,3747,blueprint does not render template relative to the blueprint.,2020-08-28T15:28:04Z,1,2020-08-28T15:38:31Z,3
pallets/flask,3750,Random error function mapping over existing endpoint function.,2020-08-31T10:14:35Z,1,2020-08-31T10:16:23Z,1
pallets/flask,3752,Error 302 on Redirect after Form Post,2020-09-05T09:54:29Z,1,2020-09-05T09:59:44Z,1
pallets/flask,3753,Discrepancy in logging output between IDLE and Terminal for Flask 0.12.x,2020-09-05T15:36:16Z,1,2020-09-05T15:39:53Z,2
pallets/flask,3760,GPU memory usage keeps increasing even hybridize with static_alloc when used in flask debug mode after mxnet 1.6.0post0.,2020-09-20T06:15:58Z,1,2020-09-20T12:47:53Z,2
pallets/flask,3761,A Flask app holds a reference to itself,2020-09-22T06:23:55Z,1,2020-10-03T14:05:06Z,6
pallets/flask,3763,cannot set remote_user,2020-09-24T09:06:00Z,1,2020-09-24T09:11:31Z,1
pallets/flask,3764,could self.session_interface.save_session be run before the after_request_funcs are executed?,2020-09-25T11:40:55Z,1,2020-09-28T01:49:30Z,2
pallets/flask,3765,how,2020-09-25T13:46:18Z,1,2020-09-25T14:07:27Z,1
pallets/flask,3766,我怎么同时使用send_static_file函数和jinjia2语法来获得后端传递的数据呢？,2020-09-25T13:49:08Z,1,2020-09-25T13:52:17Z,2
pallets/flask,3768,Typo in Flask pallets fileuploads,2020-09-27T14:51:25Z,1,2020-09-27T20:39:02Z,2
pallets/flask,3770,why flask create a new thread with the same TID that already exists?,2020-09-28T12:22:53Z,1,2020-09-28T13:04:54Z,1
pallets/flask,3775,flask run error,2020-10-02T18:01:55Z,1,2020-10-02T18:05:13Z,1
pallets/flask,3776,request.endpoint always None in SessionInterface.open_session,2020-10-03T11:42:30Z,,,1
pallets/flask,3780,@app.route should either trim urls or throw an error when route ending with space is provided,2020-10-07T15:16:06Z,1,2020-10-07T16:41:06Z,1
pallets/flask,3783,Enhancement Request: Response Class in Blueprint,2020-10-09T04:54:54Z,,,0
pallets/flask,3787,Outdated external link in errorhandling documentation,2020-10-11T23:08:00Z,1,2020-10-12T02:15:27Z,0
pallets/flask,3789,Display image in template from binary stored in mongodb,2020-10-14T22:30:22Z,1,2020-10-14T22:32:52Z,1
pallets/flask,3796,Report Security Issue,2020-10-18T22:47:40Z,1,2020-10-18T22:49:18Z,1
pallets/flask,3800,werkzeug/test.py modifies headers passed to Client.post,2020-10-20T23:05:11Z,1,2020-10-21T00:18:53Z,2
pallets/flask,3801,I think it's a deadly bug in the Flask module.,2020-10-21T14:12:16Z,1,2020-10-21T14:14:03Z,1
pallets/flask,3803,Can't get page over browsers,2020-10-21T20:28:47Z,1,2020-10-21T20:29:35Z,1
pallets/flask,3810,"Flaskform import not working, no matter what I do.",2020-10-26T18:16:46Z,1,2020-10-26T18:19:19Z,1
httpie/httpie,895,Equivalent of path-as-is option in curl,2020-04-13T15:20:46Z,1,2020-04-13T18:19:03Z,5
httpie/httpie,903,Can order between JSON and files be controlled in multipart form?,2020-04-24T11:36:08Z,1,2020-09-28T10:47:49Z,5
httpie/httpie,904,`http: error: InvalidSchema: Missing dependencies for SOCKS support.` despite installing requests[socks],2020-04-27T14:02:00Z,1,2020-06-18T22:56:39Z,5
httpie/httpie,911,Installing HTTPie on Python 2.7,2020-05-09T21:31:39Z,1,2020-05-12T13:49:39Z,4
httpie/httpie,912,fish shell completions,2020-05-10T20:13:36Z,,,12
httpie/httpie,913,PATCH support,2020-05-11T14:18:20Z,1,2020-05-11T14:48:18Z,1
httpie/httpie,914,Native Graphql Support,2020-05-12T06:51:00Z,,,3
httpie/httpie,915,[Bug Report] there will be a little problem key has trailing whitespaces after `:` when I send the json,2020-05-17T09:57:31Z,1,2020-05-22T03:46:12Z,5
httpie/httpie,916,Can't run simple http get from shell script,2020-05-17T18:29:53Z,1,2020-05-18T15:30:43Z,1
httpie/httpie,917,Ubuntu on Windows (Httpie plugins not working),2020-05-17T18:35:16Z,1,2020-05-18T15:29:13Z,1
httpie/httpie,919,Running HTTPie commands from within AWS lambda written in python 3.8,2020-05-19T23:12:28Z,1,2020-05-20T07:18:47Z,3
httpie/httpie,921,Custom header list or json in http request is possible?,2020-05-20T18:15:01Z,1,2020-05-20T19:26:36Z,1
httpie/httpie,922,PluginManager: register already loaded `plugin` instead of `entry_point.load()`,2020-05-22T17:11:09Z,1,2020-05-23T19:45:55Z,3
httpie/httpie,923,hide errors,2020-05-24T13:34:22Z,1,2020-05-24T14:50:53Z,1
httpie/httpie,925,Circular import breaking httpie.output.formatters.colors import,2020-05-26T02:13:58Z,1,2020-05-26T08:12:37Z,1
httpie/httpie,926,Add 'quiet' or 'silent' option for using httpie in scripts,2020-06-03T16:33:57Z,1,2020-09-28T10:59:30Z,12
httpie/httpie,928,Some URLs result in badly formated httpie output,2020-06-10T09:02:26Z,1,2020-06-10T09:18:46Z,1
httpie/httpie,935,Refactor client.py,2020-06-18T20:35:25Z,,,2
httpie/httpie,937,Add test for auth_plugin and session behaviour ,2020-06-23T12:55:33Z,1,2020-07-10T10:48:27Z,3
httpie/httpie,939,Add a build environment where `pyOpenSSL` is active ,2020-06-23T18:08:35Z,,,2
httpie/httpie,940,Add setup instructions for windows,2020-06-25T15:41:00Z,1,2020-06-26T15:25:27Z,0
httpie/httpie,943,Remove tox,2020-06-26T12:56:25Z,1,2020-06-26T15:22:07Z,0
httpie/httpie,946,Support for client side certificate/key password,2020-06-29T14:59:09Z,,,0
httpie/httpie,948,Tests fail when running openssl with security level > 1,2020-07-01T15:31:24Z,1,2020-08-06T20:24:33Z,0
httpie/httpie,949,[Q] How do I get the final URL after all redirects?,2020-07-02T11:46:51Z,1,2020-08-06T20:31:31Z,1
httpie/httpie,950,https://httpie.org/docs typo?,2020-07-02T17:06:47Z,1,2020-07-16T20:47:40Z,0
httpie/httpie,951,--output doesn't save the header? [PS]redirecting stdout has different behavior.,2020-07-03T13:55:06Z,1,2020-08-06T20:30:37Z,1
httpie/httpie,953,.httpierc file,2020-07-06T22:48:40Z,1,2020-07-08T21:02:42Z,1
httpie/httpie,955,No way to send quotes in request headers,2020-07-08T14:53:00Z,1,2020-07-09T14:41:38Z,3
httpie/httpie,958,request response time,2020-07-23T19:19:08Z,1,2020-09-20T07:41:21Z,1
httpie/httpie,959,Pretty Print HTML Output (with newlines and indentation)?,2020-08-07T00:26:54Z,1,2020-08-13T13:27:55Z,1
httpie/httpie,960,Convert Httpie to other http requests,2020-08-20T06:04:06Z,1,2020-08-20T12:11:46Z,1
httpie/httpie,962,Change insecure SSL/TLS to deprecated,2020-08-31T22:03:19Z,,,0
httpie/httpie,963,[BUG] TypeError: '<=' not supported between instances of 'NoneType' and 'float',2020-09-10T11:26:03Z,1,2020-09-20T07:21:23Z,1
httpie/httpie,964,Support header values read from file ?,2020-09-10T12:42:57Z,,,2
httpie/httpie,965,Incomplete responses do not cause an error,2020-09-17T15:27:19Z,,,1
httpie/httpie,966,[Docs] `cv@` & `=@` are getting replaced in docsite with [email-protected],2020-09-17T19:50:28Z,1,2020-09-20T06:36:16Z,1
httpie/httpie,971,Basic authentication: unexpected extra leading space in generated base64 token,2020-09-30T16:40:18Z,1,2020-10-01T07:26:59Z,3
httpie/httpie,974,Support a flag/option to delete a named session,2020-10-19T18:00:35Z,,,0
httpie/httpie,975,Support some way to specify an header that shouldn't be persisted to the session,2020-10-19T18:04:48Z,,,0
josephmisiti/awesome-machine-learning,330,[Question] Can we add meetups / groups to this list?,2016-11-06T09:53:00Z,1,2016-11-13T17:45:59Z,1
josephmisiti/awesome-machine-learning,336,404 error for PRML,2016-12-09T12:31:39Z,1,2016-12-09T14:43:48Z,2
josephmisiti/awesome-machine-learning,342,emergent,2017-01-12T20:58:09Z,1,2017-01-24T17:52:54Z,1
josephmisiti/awesome-machine-learning,343,Missing seldon,2017-01-24T10:57:09Z,1,2017-01-24T17:52:36Z,1
josephmisiti/awesome-machine-learning,365,"""Neural Network Designer""'s link loads wrong site",2017-04-24T22:05:01Z,1,2017-04-25T12:37:03Z,0
josephmisiti/awesome-machine-learning,380,Text classification to .NET,2017-05-19T23:37:18Z,1,2017-06-23T13:47:46Z,1
josephmisiti/awesome-machine-learning,385,NLP.js seems obsolete,2017-05-25T09:41:51Z,1,2017-06-23T13:47:27Z,1
josephmisiti/awesome-machine-learning,386,REPLACE Brain [JavaScript],2017-05-29T12:30:16Z,1,2017-06-23T13:47:05Z,1
josephmisiti/awesome-machine-learning,395,Add 19Q machine learning game,2017-07-04T06:05:27Z,1,2018-08-16T12:50:26Z,3
josephmisiti/awesome-machine-learning,398,flake8 reports: F821 undefined name 'index',2017-07-10T11:01:40Z,1,2017-08-12T19:17:50Z,0
josephmisiti/awesome-machine-learning,427,Add Podcasts,2017-09-22T19:16:28Z,1,2017-12-17T18:38:13Z,2
josephmisiti/awesome-machine-learning,435,Feature extraction,2017-10-12T12:52:30Z,1,2018-08-16T12:50:00Z,0
josephmisiti/awesome-machine-learning,467,Link to http://www.stat.cmu.edu/~cshalizi/ADAfaEPoV/ADAfaEPoV.pdf is now broken,2018-01-25T16:21:14Z,1,2018-04-30T13:12:12Z,2
josephmisiti/awesome-machine-learning,482,D3.js,2018-03-01T11:15:28Z,1,2018-04-30T13:12:19Z,1
josephmisiti/awesome-machine-learning,485,Add OpenNN,2018-03-09T09:29:07Z,1,2018-04-30T13:12:00Z,1
josephmisiti/awesome-machine-learning,486,Broken book link.,2018-03-14T23:38:49Z,1,2018-04-30T13:11:53Z,2
josephmisiti/awesome-machine-learning,489,Broken link of high performance text mining,2018-03-24T03:56:40Z,1,2018-04-30T13:11:45Z,1
josephmisiti/awesome-machine-learning,493,error on https://www.intechopen.com/books/machine_learning ,2018-04-09T15:06:46Z,1,2018-04-30T13:11:38Z,2
josephmisiti/awesome-machine-learning,495,Broken book link,2018-04-26T22:20:47Z,1,2018-04-30T00:49:52Z,0
josephmisiti/awesome-machine-learning,496,Broken book link,2018-04-26T22:22:11Z,1,2018-04-30T00:49:48Z,0
josephmisiti/awesome-machine-learning,498,Add xLearn,2018-04-30T00:05:33Z,1,2018-04-30T00:49:42Z,2
josephmisiti/awesome-machine-learning,505,May I translate this project into Korean?,2018-05-27T17:32:12Z,1,2018-06-06T15:31:30Z,2
josephmisiti/awesome-machine-learning,509,README addition of clojure-mxnet,2018-06-13T20:46:05Z,1,2018-08-16T12:49:49Z,1
josephmisiti/awesome-machine-learning,534,another CL library,2018-09-19T02:19:39Z,1,2018-10-21T15:56:20Z,1
josephmisiti/awesome-machine-learning,546,A PyTorch-Based Framework for Deep Learning in Computer Vision,2018-10-20T06:12:51Z,1,2018-10-21T15:56:45Z,1
josephmisiti/awesome-machine-learning,551,Is there a place for language-agnostic tools?,2018-10-22T03:36:43Z,1,2018-11-14T00:15:16Z,2
josephmisiti/awesome-machine-learning,564,Wiki is world editable,2018-12-02T15:05:55Z,1,2018-12-07T20:59:41Z,1
josephmisiti/awesome-machine-learning,577,contribute,2018-12-29T16:20:34Z,1,2019-01-21T18:25:31Z,3
josephmisiti/awesome-machine-learning,605,Add FluxML and JuliaText packages in Julia,2019-05-08T15:02:35Z,1,2019-06-12T01:53:29Z,1
josephmisiti/awesome-machine-learning,614,Add the ANN lib called Konectik,2019-06-23T13:15:46Z,1,2019-09-17T17:52:57Z,1
josephmisiti/awesome-machine-learning,620,Please add links for Delphi langage,2019-08-15T15:40:45Z,1,2019-09-17T17:53:02Z,1
josephmisiti/awesome-machine-learning,644,Tracking experiments,2019-10-18T21:03:38Z,1,2019-10-29T13:48:57Z,2
josephmisiti/awesome-machine-learning,682,Ml,2020-04-21T08:20:19Z,1,2020-04-27T13:57:04Z,2
josephmisiti/awesome-machine-learning,687,ML,2020-04-27T01:08:27Z,1,2020-04-27T13:56:44Z,1
josephmisiti/awesome-machine-learning,695,Machine learning,2020-05-22T11:55:59Z,1,2020-05-30T17:00:23Z,0
josephmisiti/awesome-machine-learning,711,Still up date?,2020-08-31T07:28:22Z,1,2020-09-30T13:24:19Z,0
josephmisiti/awesome-machine-learning,715,machine learning,2020-09-02T16:43:07Z,1,2020-09-02T16:43:19Z,0
josephmisiti/awesome-machine-learning,744,Outdated Clojure List,2020-10-11T21:49:59Z,1,2020-10-27T14:34:15Z,7
josephmisiti/awesome-machine-learning,749,Python computer vision ,2020-10-16T04:28:11Z,1,2020-10-23T15:44:10Z,1
josephmisiti/awesome-machine-learning,750,Ml,2020-10-19T19:12:53Z,1,2020-10-23T15:43:51Z,1
