repository,number,title,publishedAt,closed,closedAt,commentCount
facebook/create-react-app,9930,Dev server startup increased from 20 seconds to 2 minutes after upgrade to 4.0.0,2020-10-27T17:42:15Z,,,2
facebook/create-react-app,9931,"There might be a problem with the project dependency tree. It is likely not a bug in Create React App, but something you need to fix locally.",2020-10-28T10:25:27Z,1,2020-10-28T10:32:45Z,1
facebook/create-react-app,9932,Setting fast refresh to false also disables automatic reload,2020-10-28T12:47:31Z,,,1
facebook/create-react-app,9935,Proposal: Revert override of jest default `resetMocks`,2020-10-28T15:36:54Z,,,0
facebook/create-react-app,9936,ReferenceError: Cannot access 'varName' before initialization,2020-10-28T16:24:17Z,,,1
facebook/create-react-app,9937,public directory css url,2020-10-28T16:34:35Z,,,1
facebook/create-react-app,9938,SyntaxError: Cannot use import statement outside a module,2020-10-28T17:02:22Z,,,0
facebook/create-react-app,9939,fixed start bug,2020-10-28T17:06:09Z,,,0
facebook/create-react-app,9940,fixed start bug,2020-10-28T17:16:08Z,,,1
facebook/create-react-app,9941,"src file missing after using create-react-app on windows,done everything needed but couldn't solve it",2020-10-28T17:48:45Z,,,0
trekhleb/javascript-algorithms,480,Learn,2020-04-15T17:30:20Z,1,2020-04-16T04:51:53Z,1
trekhleb/javascript-algorithms,481,Algoritmos,2020-04-15T21:03:16Z,1,2020-04-17T18:02:12Z,1
trekhleb/javascript-algorithms,484,BinaryTreeNode replaceChild didn't set parent current,2020-05-02T10:27:19Z,,,0
trekhleb/javascript-algorithms,485,AVL remove need recursive from removeNode,2020-05-02T15:04:39Z,,,0
trekhleb/javascript-algorithms,488,Sorting Visualization,2020-05-14T07:13:11Z,,,2
trekhleb/javascript-algorithms,491,Feature Request: Introduce an algorithm visualizer,2020-05-26T22:25:35Z,,,0
trekhleb/javascript-algorithms,495,Data structure and algorithms in js,2020-05-30T15:22:58Z,1,2020-09-09T06:40:47Z,1
trekhleb/javascript-algorithms,496,javascript,2020-06-02T14:38:52Z,1,2020-06-02T14:56:47Z,0
trekhleb/javascript-algorithms,498,Counting Sort optimization,2020-06-03T20:44:20Z,,,1
trekhleb/javascript-algorithms,499,Linked List need a insertion operation.,2020-06-04T17:52:44Z,1,2020-06-16T09:34:57Z,2
trekhleb/javascript-algorithms,500,.,2020-06-19T14:10:08Z,1,2020-06-19T14:25:56Z,0
trekhleb/javascript-algorithms,505,JS ALGORITHMS,2020-07-05T18:08:02Z,1,2020-08-09T12:19:21Z,0
trekhleb/javascript-algorithms,506,Algorithm,2020-07-08T04:43:07Z,1,2020-07-08T04:43:52Z,0
trekhleb/javascript-algorithms,513,Algoritmos e estrutura de dados,2020-07-20T19:44:55Z,1,2020-09-09T06:40:19Z,0
trekhleb/javascript-algorithms,514,JS-Algo,2020-07-27T17:16:33Z,1,2020-07-27T17:23:03Z,0
trekhleb/javascript-algorithms,518,Algorithms,2020-07-29T01:22:30Z,1,2020-08-09T12:19:09Z,0
trekhleb/javascript-algorithms,519,js,2020-07-31T01:17:31Z,1,2020-08-08T09:42:02Z,0
trekhleb/javascript-algorithms,521,Setting key-value pairing in a HashTable where that key is already present w/ a different value.,2020-08-01T03:37:35Z,,,0
trekhleb/javascript-algorithms,522,Js,2020-08-01T06:57:27Z,1,2020-08-08T09:41:49Z,0
trekhleb/javascript-algorithms,525,JS Algo,2020-08-08T23:12:27Z,1,2020-08-09T12:18:49Z,0
trekhleb/javascript-algorithms,527,Creat A site web for both phone and pc,2020-08-11T01:50:19Z,,,1
trekhleb/javascript-algorithms,528,"There is a spelling mistake. It should be ""grandParent"" not ""granParent""",2020-08-12T10:19:20Z,,,2
trekhleb/javascript-algorithms,529,Inefficient Hash Table implementation,2020-08-20T17:26:06Z,,,0
trekhleb/javascript-algorithms,531,Algoritmos,2020-08-24T01:00:54Z,1,2020-09-09T06:37:26Z,1
trekhleb/javascript-algorithms,535,quick sort problem,2020-09-05T10:39:54Z,1,2020-09-06T06:43:57Z,6
trekhleb/javascript-algorithms,536,javascript-algorithms,2020-09-07T07:16:35Z,1,2020-09-09T06:38:38Z,1
trekhleb/javascript-algorithms,538,Algoritmos JS,2020-09-09T02:52:43Z,1,2020-09-09T06:37:48Z,0
trekhleb/javascript-algorithms,539,Opening for Full Stack JS Developer,2020-09-11T14:12:44Z,1,2020-09-12T10:25:48Z,5
trekhleb/javascript-algorithms,543,Two way binding,2020-09-20T12:42:58Z,,,0
trekhleb/javascript-algorithms,544,"Code misbehavior(mild) : LinkedList.append(), according to code, should add to tail, but actually append to head",2020-09-22T08:39:07Z,,,0
trekhleb/javascript-algorithms,546,More detailed instructions on how to run the code for beginners,2020-09-24T12:30:27Z,,,0
trekhleb/javascript-algorithms,550,Add A star algorithm ,2020-10-01T01:20:06Z,,,0
trekhleb/javascript-algorithms,555,Stable Matching Algorithm,2020-10-01T18:36:49Z,,,0
trekhleb/javascript-algorithms,560,How can I use this lib with npm or yarn?,2020-10-07T13:19:25Z,,,1
trekhleb/javascript-algorithms,563,Getting every possible shortest path between two nodes,2020-10-15T14:25:42Z,,,0
trekhleb/javascript-algorithms,564,Fix Typo in BFS Test,2020-10-17T14:27:34Z,,,0
trekhleb/javascript-algorithms,566,Add MiniMax ,2020-10-17T14:38:40Z,,,0
trekhleb/javascript-algorithms,567,Optimize insertion sort,2020-10-17T14:39:00Z,,,0
trekhleb/javascript-algorithms,568,Linear Search Fix,2020-10-17T14:58:41Z,,,0
trekhleb/javascript-algorithms,569,revers numbers like 12.439 in java or c and c++ ,2020-10-17T16:19:19Z,,,0
axios/axios,3318,Delete with data not working since v0.20.0,2020-10-06T13:19:36Z,1,2020-10-06T13:19:55Z,3
axios/axios,3319,Support or Usage Question: How to configure whether axios should parse the json response or not,2020-10-06T15:46:28Z,1,2020-10-06T15:46:46Z,1
axios/axios,3320,Not sure how best way to set parsing behavior: 3319,2020-10-06T16:59:05Z,1,2020-10-07T04:56:06Z,2
axios/axios,3322,What is File Size Measurement in the total of progressEvent,2020-10-07T10:24:11Z,1,2020-10-08T02:23:02Z,1
axios/axios,3323,Axios Post Request not firing with cancelToken,2020-10-08T22:17:45Z,,,3
axios/axios,3324,axios upload form-data error,2020-10-09T10:16:55Z,1,2020-10-09T10:17:13Z,1
axios/axios,3325,axios upload form-data error,2020-10-09T10:24:34Z,,,9
axios/axios,3327,axios request interceptor api call causing infinite loop,2020-10-10T14:17:59Z,1,2020-10-10T14:18:14Z,1
axios/axios,3328,Tus upload to vimeo upload link fails,2020-10-10T18:24:53Z,,,1
axios/axios,3329,'mode' does not exist in type 'AxiosRequestConfig'.,2020-10-12T13:13:28Z,1,2020-10-12T13:13:46Z,1
axios/axios,3330,'mode' does not exist in type 'AxiosRequestConfig'.,2020-10-12T13:15:46Z,1,2020-10-13T06:54:24Z,0
axios/axios,3331,React-Native iOS Network Error,2020-10-12T20:01:08Z,1,2020-10-12T20:01:28Z,2
axios/axios,3332,React-Native iOS Network Error,2020-10-12T20:06:08Z,1,2020-10-12T20:06:25Z,1
axios/axios,3333,React-Native iOS Network Error,2020-10-12T20:07:09Z,1,2020-10-12T20:07:24Z,1
axios/axios,3335,Breaking change in v0.20.0 ,2020-10-13T13:57:32Z,1,2020-10-16T11:07:45Z,6
axios/axios,3336,"Https, pfx certificate using axios cdn",2020-10-14T01:52:08Z,1,2020-10-14T01:52:26Z,1
axios/axios,3337,Axios CDN using pfx certificate,2020-10-14T02:08:50Z,1,2020-10-14T02:09:12Z,1
axios/axios,3338,Axios CDN using pfx https certificate,2020-10-14T02:12:26Z,1,2020-10-14T02:12:45Z,1
axios/axios,3339,"we like to generate har file using axios, please suggest if such functionality is available with axios or how it can be achieved",2020-10-14T05:50:58Z,1,2020-10-16T04:24:10Z,1
axios/axios,3340,409 error not caught,2020-10-14T08:45:19Z,,,1
axios/axios,3341,"Error ""Request failed 503""",2020-10-15T13:55:13Z,1,2020-10-15T13:55:38Z,1
axios/axios,3343,Promise sometimes doesn't resolve or throw an error,2020-10-18T17:12:42Z,1,2020-10-24T03:10:35Z,4
axios/axios,3344,Axios does not need to automatically resolve '[]' in the URL,2020-10-19T04:12:58Z,1,2020-10-19T04:13:15Z,1
axios/axios,3345,Axios does not need to automatically resolve '[]' in the URL,2020-10-19T04:18:11Z,,,0
axios/axios,3346,ProgressEvent missing,2020-10-19T22:40:02Z,1,2020-10-19T22:40:18Z,1
axios/axios,3347,axios-0.20.0 index.d.ts Cannot find name 'ProgressEvent'.,2020-10-19T23:02:02Z,1,2020-10-23T11:23:25Z,1
axios/axios,3348,Uncaught TypeError: Cannot set property 'axios' of undefined,2020-10-20T09:39:51Z,1,2020-10-20T11:43:50Z,3
axios/axios,3349,decompress: false config parameter not working,2020-10-20T12:26:14Z,1,2020-10-20T12:26:44Z,1
axios/axios,3350,decompress: false config parameter not working,2020-10-20T12:34:51Z,1,2020-10-21T12:09:21Z,0
axios/axios,3351,How to set referrer policy when performing a request with Axios?,2020-10-20T14:25:07Z,,,1
axios/axios,3352,Post size limit in android with react-native,2020-10-20T14:30:35Z,1,2020-10-20T14:30:57Z,1
axios/axios,3353,Post size limit in android with react-nativ,2020-10-20T14:36:51Z,,,0
axios/axios,3354,Safari on iOS AND OSX CORS Problem?,2020-10-20T14:50:00Z,1,2020-10-20T14:50:20Z,1
axios/axios,3355,127.0.0.1 being sent through corporate proxy,2020-10-20T23:37:35Z,1,2020-10-20T23:37:53Z,1
axios/axios,3356,127.0.0.1 being sent through corporate proxy,2020-10-21T03:07:38Z,1,2020-10-21T21:01:15Z,1
axios/axios,3357,version 0.20.0 axios.delete cannot send request body,2020-10-21T09:43:01Z,1,2020-10-21T09:43:22Z,3
axios/axios,3358,Post request with # in the URL,2020-10-21T16:34:48Z,1,2020-10-21T16:35:16Z,1
axios/axios,3359,Post request with # in the URL,2020-10-21T16:39:35Z,1,2020-10-21T17:37:58Z,1
axios/axios,3363,Type of return from Axios request in TypeScript seems incorrectly unwrapped,2020-10-23T13:39:23Z,,,0
axios/axios,3365,multiple axios instances vs singleton/factory pattern,2020-10-28T18:09:57Z,,,0
donnemartin/system-design-primer,344,"Typo in ""Load balancer"" flashcard",2019-12-24T15:35:19Z,,,7
donnemartin/system-design-primer,346,Awesome. 借楼招个人,2019-12-31T06:30:35Z,1,2020-07-04T01:18:06Z,1
donnemartin/system-design-primer,347,I'd glad to it.,2020-01-05T08:40:43Z,1,2020-07-04T16:06:42Z,1
donnemartin/system-design-primer,349,Are the MapReduce code in the System Design Sections still relevant? ,2020-01-08T03:38:28Z,,,0
donnemartin/system-design-primer,352,Update Pull Request Template,2020-01-13T06:18:15Z,1,2020-01-16T00:02:45Z,1
donnemartin/system-design-primer,353,"""lazy symbol binding failed"" when running generate-epub.sh",2020-01-15T06:47:59Z,,,0
donnemartin/system-design-primer,354,Weighted Round Robin in DNS section points to a broken link.,2020-01-16T07:27:44Z,1,2020-07-04T16:02:49Z,2
donnemartin/system-design-primer,359,Indonesian translation,2020-02-05T07:25:28Z,,,2
donnemartin/system-design-primer,366,Print is fixed with one language.,2020-02-19T08:49:08Z,1,2020-07-04T16:00:39Z,1
donnemartin/system-design-primer,389,Is there a formula which can give an answer about ..,2020-03-04T14:17:06Z,1,2020-07-04T15:59:09Z,2
donnemartin/system-design-primer,390,Reverse index vs. inverted index,2020-03-09T13:39:01Z,,,1
donnemartin/system-design-primer,397,"Replace ""master"" and ""slave"" terms",2020-04-08T08:04:05Z,1,2020-08-03T08:57:13Z,4
donnemartin/system-design-primer,402,"Normally, the passive server won't take over the IP address of active server in the case of failover",2020-04-16T12:45:02Z,1,2020-04-17T10:20:27Z,4
donnemartin/system-design-primer,403,ttttttt,2020-04-17T00:39:04Z,1,2020-04-18T23:46:57Z,0
donnemartin/system-design-primer,410,please ignore this and just close it,2020-05-06T01:21:12Z,1,2020-05-06T06:06:08Z,1
donnemartin/system-design-primer,412,Why we need MapReducer to deduplicate if the Web Crawler use Redis Sorted Set,2020-05-10T00:37:22Z,,,0
donnemartin/system-design-primer,415,DNS diagram not accurate,2020-05-17T19:54:46Z,,,3
donnemartin/system-design-primer,416,System design for Cache (Eg: memcached),2020-05-18T18:39:52Z,1,2020-07-04T01:52:10Z,1
donnemartin/system-design-primer,419,Python iterations,2020-05-26T15:53:43Z,1,2020-07-04T01:50:13Z,3
donnemartin/system-design-primer,420, miner  ,2020-05-26T18:05:52Z,1,2020-07-04T01:50:36Z,0
donnemartin/system-design-primer,422,Tkinter Library,2020-06-05T22:10:13Z,1,2020-07-04T15:49:33Z,2
donnemartin/system-design-primer,424,About python,2020-06-11T05:45:27Z,1,2020-07-04T01:49:10Z,1
donnemartin/system-design-primer,426,Question: Which software was used to make the system design diagrams?,2020-06-16T03:01:56Z,1,2020-07-04T01:47:49Z,1
donnemartin/system-design-primer,431,Question: About memcached persistency,2020-06-28T09:41:22Z,,,0
donnemartin/system-design-primer,442,Add Nubank Engineering Blog,2020-07-07T15:10:48Z,,,0
donnemartin/system-design-primer,443,"Twitter Use Case(Uploading, Fannout Tweet) [Review]",2020-07-08T18:37:31Z,,,0
donnemartin/system-design-primer,445,Fix the reference URLs of the solution READMEs in the zh-Hans version修改中文答案链接,2020-07-12T11:54:30Z,,,2
donnemartin/system-design-primer,446,Feature request: Improve readability by moving the contents into a site,2020-07-15T11:48:57Z,,,1
donnemartin/system-design-primer,449,System desing prime ,2020-07-20T19:37:18Z,,,0
donnemartin/system-design-primer,452,"RDMS - Sharding, The way of shard table",2020-07-31T17:10:26Z,,,0
donnemartin/system-design-primer,455,screen 123 needs a redesign,2020-08-04T21:19:03Z,,,0
donnemartin/system-design-primer,457,is graphql related to graph data structure?,2020-08-11T08:05:10Z,,,0
donnemartin/system-design-primer,460,KV cache for web queries has wrong backend calculations.,2020-08-24T00:15:59Z,,,0
donnemartin/system-design-primer,463,Question - Is their a repo as comprehensive as this for Algorithms & Data Structures?,2020-08-28T14:41:40Z,,,3
donnemartin/system-design-primer,464,hi,2020-08-28T19:03:12Z,,,1
donnemartin/system-design-primer,465,Please Add Resources for Low-Level System Design.,2020-08-28T22:12:53Z,,,0
donnemartin/system-design-primer,471,Uzbek translation,2020-09-19T23:27:30Z,,,0
donnemartin/system-design-primer,475,HBase link is dead,2020-09-21T17:24:16Z,,,0
donnemartin/system-design-primer,477,Request: distributed design problem,2020-09-22T16:17:06Z,,,0
donnemartin/system-design-primer,482,Request: Add GraphQL in the `Communication` section,2020-10-13T15:30:08Z,,,0
public-apis/public-apis,1128,Adicionar texto vazio,2019-12-09T20:41:04Z,1,2019-12-09T20:43:30Z,0
public-apis/public-apis,1129,Automatically Detecting CORS Support,2019-12-13T23:44:50Z,1,2019-12-16T13:58:02Z,1
public-apis/public-apis,1137,Finnhub stock API - the new kid in the block,2019-12-26T13:24:22Z,1,2020-10-11T19:46:09Z,3
public-apis/public-apis,1146,Shibe online CORS,2020-01-04T21:45:21Z,1,2020-02-16T17:07:59Z,0
public-apis/public-apis,1157,Dead sponsor's link in README.md,2020-01-28T15:25:28Z,1,2020-01-28T15:34:11Z,1
public-apis/public-apis,1199,Featured Request: Add records number,2020-03-30T15:06:13Z,1,2020-10-11T19:45:41Z,1
public-apis/public-apis,1201,Consider adding a depreciation warning for Dark Sky weather API for 2021,2020-04-01T13:43:17Z,1,2020-04-05T15:07:58Z,1
public-apis/public-apis,1208,pwrtelegram now deprecated and superseded by madelineproto,2020-04-10T11:26:25Z,1,2020-10-11T19:26:56Z,0
public-apis/public-apis,1213,Api's,2020-04-13T15:22:45Z,1,2020-04-13T15:23:45Z,0
public-apis/public-apis,1221,Agify isn't available,2020-04-16T14:28:34Z,1,2020-04-16T23:26:58Z,4
public-apis/public-apis,1240,Madrid Transport Update,2020-04-23T09:36:45Z,1,2020-04-23T09:40:24Z,0
public-apis/public-apis,1268,Free to review PRs with additional APIs and merge them to master,2020-05-15T15:49:23Z,,,19
public-apis/public-apis,1275,Category Entry Count,2020-05-26T01:48:58Z,1,2020-10-01T20:00:49Z,1
public-apis/public-apis,1280,Numbers api is dead,2020-05-29T12:37:50Z,1,2020-09-26T11:24:16Z,2
public-apis/public-apis,1297,Website bauen,2020-06-22T01:46:59Z,1,2020-09-26T11:23:56Z,0
public-apis/public-apis,1307,MailboxValidator is not public? and is not free,2020-07-08T09:18:52Z,,,2
public-apis/public-apis,1315,Publïc apî,2020-07-17T14:30:15Z,1,2020-09-26T11:19:53Z,0
public-apis/public-apis,1317,Api's publicas gratis ,2020-07-20T19:39:57Z,1,2020-09-26T11:19:47Z,0
public-apis/public-apis,1329,RandomCat link dead,2020-08-07T23:26:26Z,1,2020-09-26T11:19:38Z,1
public-apis/public-apis,1334,Web Of Trust (WOT) link is dead.,2020-08-13T17:36:17Z,1,2020-10-01T19:56:48Z,5
public-apis/public-apis,1336,Watch,2020-08-14T18:03:29Z,1,2020-09-26T11:16:38Z,0
public-apis/public-apis,1339,Public APIs to use,2020-08-15T23:52:48Z,1,2020-09-26T11:16:31Z,0
public-apis/public-apis,1349,Not an issue but a question!-,2020-08-25T03:06:41Z,1,2020-10-11T19:43:30Z,1
public-apis/public-apis,1350,Li,2020-08-26T21:07:03Z,1,2020-09-26T11:15:43Z,0
public-apis/public-apis,1360,Remove this Indian Railways (http://api.erail.in) False api #important,2020-09-03T17:24:30Z,1,2020-10-03T17:11:17Z,1
public-apis/public-apis,1364,public-apis,2020-09-07T07:18:55Z,1,2020-09-26T11:14:20Z,0
public-apis/public-apis,1370,Let's Validate API is defunct and should be removed,2020-09-20T02:42:51Z,1,2020-10-01T19:48:18Z,4
public-apis/public-apis,1373,Apis,2020-09-23T01:17:11Z,1,2020-09-26T11:15:31Z,0
public-apis/public-apis,1376,Api,2020-09-28T13:33:35Z,1,2020-10-01T19:46:29Z,0
public-apis/public-apis,1399,Add language support,2020-10-03T16:00:04Z,1,2020-10-11T19:41:38Z,1
public-apis/public-apis,1401,Adding repository to Hacktoberfest,2020-10-03T16:47:14Z,1,2020-10-06T05:16:10Z,5
public-apis/public-apis,1406,Dhbw Test,2020-10-08T09:43:59Z,1,2020-10-09T16:27:55Z,0
public-apis/public-apis,1408,[GitHub Action] Detect broken links,2020-10-09T18:41:51Z,1,2020-10-15T18:56:23Z,4
public-apis/public-apis,1416,Relink suspended,2020-10-14T23:04:59Z,1,2020-10-15T18:59:09Z,0
public-apis/public-apis,1417,Broken links in README.md,2020-10-15T07:56:50Z,1,2020-10-15T18:50:42Z,1
public-apis/public-apis,1420,Investigate links reported by validate links action,2020-10-16T09:09:19Z,1,2020-10-18T08:31:46Z,0
public-apis/public-apis,1429,Add AmiiboAPI,2020-10-21T07:28:39Z,,,0
public-apis/public-apis,1430,Can we add this to awesome list repos?,2020-10-21T15:38:47Z,1,2020-10-25T16:36:00Z,3
public-apis/public-apis,1433,Public Api,2020-10-27T12:02:28Z,1,2020-10-27T20:47:48Z,0
public-apis/public-apis,1435,Error Api,2020-10-28T08:50:09Z,,,0
jackfrued/Python-100-Days,631,python入门,2020-07-08T02:39:00Z,1,2020-07-08T02:40:22Z,0
jackfrued/Python-100-Days,632,1,2020-07-09T10:33:40Z,,,0
jackfrued/Python-100-Days,633,文本位置问题,2020-07-10T09:48:12Z,,,0
jackfrued/Python-100-Days,634,python study’,2020-07-13T09:04:00Z,,,0
jackfrued/Python-100-Days,637,Day43 views.praise_or_criticize,2020-07-21T06:35:40Z,,,0
jackfrued/Python-100-Days,638,请问视频在哪里下载？,2020-07-24T06:54:50Z,,,2
jackfrued/Python-100-Days,639,Day 50-60课程内容为空，请解决一下。,2020-07-26T11:32:44Z,,,0
jackfrued/Python-100-Days,640,100day,2020-07-26T14:27:33Z,,,0
jackfrued/Python-100-Days,642,1,2020-07-28T04:12:40Z,,,0
jackfrued/Python-100-Days,644,Python - 100天从新手到大师,2020-08-03T23:38:36Z,,,0
jackfrued/Python-100-Days,645,Python学习,2020-08-04T04:33:36Z,,,0
jackfrued/Python-100-Days,647,python,2020-08-04T18:38:46Z,,,0
jackfrued/Python-100-Days,648,python 100 day,2020-08-05T17:56:05Z,,,1
jackfrued/Python-100-Days,649,你好，这个 day50-60 是空的文档~,2020-08-07T14:11:52Z,,,4
jackfrued/Python-100-Days,650,Python,2020-08-08T16:11:30Z,,,0
jackfrued/Python-100-Days,651,100,2020-08-09T06:25:55Z,,,0
jackfrued/Python-100-Days,652,64.websocket,2020-08-13T06:37:34Z,,,1
jackfrued/Python-100-Days,654,mark,2020-08-13T14:55:30Z,,,0
jackfrued/Python-100-Days,655,Testing,2020-08-14T06:12:43Z,,,0
jackfrued/Python-100-Days,658,pyhon 100 days,2020-08-22T04:38:53Z,,,0
jackfrued/Python-100-Days,659,Python Learning,2020-08-23T07:31:14Z,,,0
jackfrued/Python-100-Days,660,Python 100days,2020-08-23T17:25:29Z,,,0
jackfrued/Python-100-Days,662,day16-day20 aiohttp例子,2020-08-27T10:54:15Z,,,0
jackfrued/Python-100-Days,663,N,2020-08-27T20:46:02Z,,,0
jackfrued/Python-100-Days,667,三小只2,2020-09-02T00:52:10Z,,,0
jackfrued/Python-100-Days,669,i,2020-09-18T03:18:24Z,,,0
jackfrued/Python-100-Days,670,python,2020-09-19T08:58:00Z,,,0
jackfrued/Python-100-Days,671,授权申请,2020-09-21T15:56:55Z,,,1
jackfrued/Python-100-Days,672,授权申请,2020-09-21T15:57:04Z,1,2020-09-21T15:57:15Z,1
jackfrued/Python-100-Days,673,科技向善，来自常熟农商银行程序员的呼救！,2020-09-23T12:55:10Z,,,0
jackfrued/Python-100-Days,674,decorator in Python?,2020-09-24T03:26:51Z,,,0
jackfrued/Python-100-Days,675,day51~day55为什么没有内容？项目的更新频率是怎么样的？,2020-09-27T08:19:11Z,,,0
jackfrued/Python-100-Days,677,Python,2020-09-29T12:16:00Z,,,1
jackfrued/Python-100-Days,680,学习,2020-10-10T08:31:31Z,,,0
jackfrued/Python-100-Days,681,python-100,2020-10-11T04:00:18Z,,,0
jackfrued/Python-100-Days,683,项目完善,2020-10-15T03:40:02Z,,,1
jackfrued/Python-100-Days,684,Payton 100 day,2020-10-15T07:27:32Z,,,2
jackfrued/Python-100-Days,686,Day 66-70 没有内容,2020-10-22T01:42:43Z,,,0
jackfrued/Python-100-Days,688,Flask部分是删除不准备更新了吗,2020-10-26T18:44:35Z,,,1
jackfrued/Python-100-Days,689,94.7K star了，2020年10月28日纪念一下，要100天内搞定！,2020-10-28T07:39:40Z,,,0
TheAlgorithms/Python,3213,Improve Project Euler README.md,2020-10-12T01:58:10Z,1,2020-10-12T06:07:06Z,1
TheAlgorithms/Python,3229,"Image Convolution, Image Filtering, Numerical Derivation",2020-10-12T12:01:15Z,,,0
TheAlgorithms/Python,3239,Python PyPI distribution for this repository so others can use it as a requirement,2020-10-12T17:51:59Z,1,2020-10-23T16:29:49Z,2
TheAlgorithms/Python,3260,Pathfinding algorithms,2020-10-13T14:27:49Z,1,2020-10-26T00:29:20Z,3
TheAlgorithms/Python,3276,Applying the not_gate to the i-th qubit for (#3255),2020-10-14T05:55:45Z,1,2020-10-14T05:55:58Z,1
TheAlgorithms/Python,3278,Please review my pull request #3277,2020-10-14T06:21:46Z,1,2020-10-14T06:22:00Z,1
TheAlgorithms/Python,3295,Python: Functions,2020-10-14T19:09:57Z,1,2020-10-14T22:33:42Z,0
TheAlgorithms/Python,3325,Browser Automation and web scrapping using selenium web driver,2020-10-15T14:09:10Z,1,2020-10-15T14:11:23Z,0
TheAlgorithms/Python,3326,Browser Automation and web scrapping using selenium web driver in web_programming.,2020-10-15T14:09:48Z,,,3
TheAlgorithms/Python,3353,Adding a new DP problem: Moser-de Bruijn,2020-10-15T22:05:50Z,,,1
TheAlgorithms/Python,3361,I would like to add a python code that reverse the vowels in a given string,2020-10-16T04:58:38Z,1,2020-10-16T04:58:50Z,1
TheAlgorithms/Python,3362,Python code that reverses the vowels in the given string,2020-10-16T05:02:00Z,,,10
TheAlgorithms/Python,3453,Minor improvements to prime_check.py,2020-10-17T13:59:22Z,,,2
TheAlgorithms/Python,3473,The traveling salesman and 10 lines of Python,2020-10-18T04:42:55Z,1,2020-10-18T04:43:07Z,1
TheAlgorithms/Python,3477,Adaboost classifier,2020-10-18T06:16:20Z,,,1
TheAlgorithms/Python,3479,Segment Tree implementation (For Range Sum and Range Minimum) in Data Structures Section.,2020-10-18T07:33:43Z,1,2020-10-18T07:33:58Z,1
TheAlgorithms/Python,3480,Implementation of Segment Tree in Data Structure Section.,2020-10-18T07:43:50Z,1,2020-10-18T07:52:33Z,0
TheAlgorithms/Python,3486,Added chain matrix multipliaction (problem) in the dynamic programming section,2020-10-18T09:26:05Z,,,0
TheAlgorithms/Python,3516,ford fulkerson algorithm missing,2020-10-18T19:16:26Z,1,2020-10-18T19:16:38Z,1
TheAlgorithms/Python,3527,Python,2020-10-19T02:39:53Z,1,2020-10-19T02:40:04Z,1
TheAlgorithms/Python,3531,Create algorithm to rename all files with the given extension with random numbers in a folder,2020-10-19T04:45:06Z,1,2020-10-19T04:45:19Z,1
TheAlgorithms/Python,3532,Create algorithm to rename all files with the given extension with random numbers in a folder,2020-10-19T04:46:47Z,1,2020-10-19T05:46:53Z,7
TheAlgorithms/Python,3536,Add project euler ques 81,2020-10-19T06:22:42Z,,,1
TheAlgorithms/Python,3539,Added Weddles_rule method for integration #3538,2020-10-19T06:46:06Z,,,0
TheAlgorithms/Python,3562,Where can we add file functions ?,2020-10-19T15:00:03Z,,,1
TheAlgorithms/Python,3565,Adding Weddles_rule method for integration,2020-10-19T17:17:00Z,,,0
TheAlgorithms/Python,3584,coin problem: returns the wrong result when 0 is listed in the coin collection.q,2020-10-20T09:42:39Z,,,0
TheAlgorithms/Python,3609,This repository is flooding with pull requests,2020-10-21T07:14:47Z,,,18
TheAlgorithms/Python,3610,Python,2020-10-21T07:26:08Z,1,2020-10-21T07:26:21Z,1
TheAlgorithms/Python,3633,obj.__dict__ return one not expect result,2020-10-22T03:35:07Z,1,2020-10-22T03:55:07Z,3
TheAlgorithms/Python,3646,Quick sort algorithm,2020-10-22T13:54:13Z,,,4
TheAlgorithms/Python,3655,Concurrency: concurrent logger,2020-10-22T22:02:23Z,,,0
TheAlgorithms/Python,3657,py,2020-10-23T02:04:08Z,1,2020-10-23T04:32:39Z,1
TheAlgorithms/Python,3673,Greedy Algorithm for Egyptian Fraction,2020-10-23T17:06:53Z,,,0
TheAlgorithms/Python,3682,Improvements to combinations.py,2020-10-24T00:30:52Z,1,2020-10-26T14:31:18Z,1
TheAlgorithms/Python,3705,Add Solution to Project Euler Question 64.,2020-10-24T12:34:47Z,,,1
TheAlgorithms/Python,3707,Create a Github Action to autoclose a PR (Conditions specified in description),2020-10-24T12:58:21Z,1,2020-10-27T09:44:43Z,1
TheAlgorithms/Python,3786,Learning python ,2020-10-27T17:42:30Z,1,2020-10-27T17:42:43Z,1
TheAlgorithms/Python,3807,the upper function of the string module exists a spelling error,2020-10-28T13:16:43Z,,,0
TheAlgorithms/Python,3810,Conversion: Integer to Roman Numeral,2020-10-28T13:58:06Z,,,2
vinta/awesome-python,1285,Add PySnooper,2019-04-29T13:25:09Z,1,2019-11-06T06:37:13Z,1
vinta/awesome-python,1306,Add MultiSC,2019-06-19T09:51:16Z,1,2019-11-06T06:37:14Z,1
vinta/awesome-python,1312,Add python-benedict,2019-07-08T09:32:47Z,1,2019-07-08T09:35:23Z,0
vinta/awesome-python,1313,Add python-codicefiscale,2019-07-08T09:33:05Z,1,2019-07-08T09:35:21Z,0
vinta/awesome-python,1315,Add Jet Admin,2019-07-08T10:19:24Z,1,2019-11-06T06:37:15Z,1
vinta/awesome-python,1317,Add colorful to Command-line Interface Development,2019-07-14T09:23:15Z,1,2019-12-15T16:10:59Z,0
